Text,Class
"Yes, I understand this is ""by design"".  But that's the problem.  I have seen several other posts about this, and rather than closing this issue and marking is as ""by design"", I think you need to reconsider the design and add this to the plans for a future version.  As developers, we have to deal with many other components, including custom components, and many of these are based upon the TGraphicControl.  By implementing a design that requires a window handle, you are excluding your popup menu system from being used with these other controls.  This makes your ExpressBars components much less useful and encourages us Developers to look for other 3rd party solutions.  If you just made a component that was compatible with the existing Delphi TPopupMenu, then none of this would be a problem.",0
"This isn't a minor bug, if the main purpose of the PSDirect method is to print to any desired printer, this is an unacceptable bug.  
I understand that this version is in maintenance mode, but I'm not asking for a new feature, just asking that the current features to work as they are expected to.  
Your team may understand that i am not using only devexpress controls, and I need to make an homogeneous printing interface, for devexpress and other third party products.  
Two and a half months passed since I opened the issue... If your team is not able to find a solution, you should evaluate sending me the source code.  
Thanks.\-",0
"I've read the article CQ45792, but you can't mean this seriously.  
The whole world is waiting for support on nullable types / XHTML en AJAX and Plato writes on April 27th 2007: ""It means that this feature has not yet been implemented and we have not decided when it will be implemented""!  
When our customers asks for some functionality, our customers wants a releasedate and that sounds quite normal.  
I know it's a lot of work for DevExpress to redesign all components, but please give us a date!  
By the way: on the mainpage of ""ASPxperience Suite for ASP.NET 2.0"" on the www.devexpress.com\-website there are logo's in the top which tells: ""FULL SUPPORT FOR VISUAL STUDIO 2005"" and ""FULLY SUPPORT AJAX TECHNOLOGY"", that's just what we are waiting for...  
Regards,  
Sander",0
"Hi Alex  
Thanks for that information.  
ALSO ...  
I know this is not the normal protocol for submission but is looking at another issue of mine registered under CQ50963.  
The responses are a little slower than yours and I am not sure that  totally understands what I want to do.  
Is there any chance you could help as your answers always seem to be spot on.   is a really top bloke, but I just don't think he has understood what I am trying to achieve and the answer I need is now of a critical status as my client is starting to get annoyed at the delay ( which not your company's fault ).  
CAN YOU PLEASE HELP ???  
",0
Failure not depend of ExpressBars,2
"I have an international team working on upgrading an internal product from DevExpress Xtra Grid 2.4 to 7.1.  We have been very successful with this upgrade so far and have been getting very solid support from DevExpress.  
We have recently been testing one of the most complex “editors” in the system which has many DevExpress controls and editors integrated.  We are running into many problems with this complex code.  One involves an exception thrown within DevExpress code that we cannot effectively debug.  The stack trace is attached.  
I have two resources that have been working this problem for several days.  I would like to get your teams advice on the quickest way to get through this complex code.  Is it possible to initiate a web conference (or some other mechanism) with your support team so we can visually share this code and discuss the best way to make this upgrade successful?  
My direct contact information:  
",2
Thanks again.,3
"I don't feel you understood the nature of my problem.  We are not (same with my example) embedding DevEx controls in the HTML page directly.  We have a user control which uses many UI elements of our suite and uses DevExpress controls heavily embedded in an HTML page.  This application functions fine including the DevExpress controls with a few exceptions such as the docking issue.  ""Click Once"" won't currently solve our problem.  Our customers expect this application to run in the browser and it will take some time to convince them all it's not necessary, so for now we're stuck with the browser.  It seems that IE steps on some events and I figure that is probably the issue, just would like to know for sure.",1
"Thanks  We purchased the XtraNavBar package and everything seems to be working now.  
I just have to say for the record that this doesn't seem like an ideal solution to me. If you're selling source code licenses, there's an implicit assumption that the source code package will be complete and buildable as shipped. I understand how integrated the XtraNavBar is in your designers, so if it can't be removed it should be shipped with every package that depends on it. XtraNavBar by itself is inexpensive, so even if you increased the price of the packages that include it your pricing would still be very competitive. It wouldn't make much difference to your bottom line, but it would mean so much for customer satisfaction if everything ""just worked"" right out of the box. It would save you some support time too, since you wouldn't have to keep answering this question on the forums, nor would you have to spend engineering time rebuilding your customers' DLLs for them.  
The point is moot now for us since we've already bought the additional XtraNavBar licenses, but I hope you'll consider doing something like this in the future.  
Thanks again,  
",2
"Dear Mr. Plato,  
I would really appreciate a repsonsive answer.  From what you said, I don't feel like you understood my comment.  
Let me repeat:  
""As a matter of fact, when I changed the editor to anything other than its default, it rendered the control uneditable. So even if I knew which editor supported which control, I've not been able to effect a change.""  
I have attempted these so called ""How To's"" \- they have never helped me\-ever. They lack any real useful information, such as where to place the code, what it should do, what the result LOOKS like, etc.  
Code fragments are not enough.  I have clearly posted an issue where someone could say something about HOW TO DO IT, not keep sending me back to read documentation.  
Could you please read my post and respond appropriately? Please don't tell me to write this or search that unless you review what you are telling me I should do; and once you've done so, please provide me with instructions that include where code goes in the application.  
I'm very annoyed with the assumption that I will know exactly what you mean and where and how to do this stuff.  I haven't had the product for two weeks, and considering that everything in XAF in terms of naming convention, application layout and editing is propriatary to your product, I can't possibly know these things.  
",0
"I can appreciate your attempts \- believe me, I understand.  But I'm not getting clear enough answers \- and  I have complained heartily about what you send as information \-\- but I think you rushing me is making it more difficult.  
Please allow me enough time to at least apply what has been sent to me before you push to close the ticket.  
And I would also appreciate it if  continues to respond as it is confusing which one of you is working on the problem, and she clearly has a grip on what I am trying to get done.  
After I have resolved this issue \- and in spite of how much I like your products \-\- I will have more to say in a private post. You may choose to discontinue our business relationship, which would be unfortunate, but for a company that has such great products, I can't get over how difficult it is to get the help I need.",1
"I have been tracking this issue:  
[http://www.devexpress.com/Support/Center/p/AS16121.aspx](http://www.devexpress.com/Support/Center/p/AS16121.aspx)  
First, there is no associated explanation, nor is there any timeframe established. So, I think “some day” DevExpress might actually implement the suggestion.  
Here is my problem: Let’s say I have this interface:  
    public interface IOrder {  
        string Name { get;set;}  
        Customer Customer { get;set;}  
        XpCollection\<LineItem\> LineItems { get;}  
        DateTime OrderDate { get;set;}  
    }  
 This works great for XPO, but is terrible for compliance with object\-oriented, or test\-driven development. I have non\-XPO objects/classes that need to implement various interfaces (many already do) and the object property, Customer, as well as the collection, XpCollection\<LineItem\> are actual object references and are NOT interface references.  
XPO “should” be compatible with this interface:  
    public interface IOrder {  
        string Name { get;set;}  
        ICustomer Customer { get;set;}  
        IList\<ILineItem\> LineItems { get;}  
        DateTime OrderDate { get;set;}  
    }  
 In my opinion, XPO is pseudo object\-oriented or pseudo compatible with generics because of this limitation. There is a simple rule involved:  
      “Program or interact with interfaces, not implementations: its called decoupling!!”  
So, I ask, is there any serious effort underway to support proper OO design and have XPO support interfaces – especially the “commonly” implemented interfaces like IList\<T\>?  
What do you suggest I do in the mean time? An Order is not an Order without a Customer assigned, or without a list/collection of Line Items.  
 I have no problem if the actual ILineItem passed into XPO also has to implement additional interfaces such as a hypothetical IMapTo interface to define the associated or underlying database table in the relationship (just a quick thought). I want to emphasize that I think I should be able to pass an XPO object into another object that doesn’t care about the persistece features.  
Frankly, I am a little concerned about XPO. Prior to XAF, it was getting serious attention. After introducing XAF, the support and development has noticably declined. It “appears” (from the outside) that the developers who “were” working on XPO were reassigned to XAF. For example, I have not seen a DevExpress employee contribute significantly on the forum for XPO for some time.  
I mention this because the issue has become substantial. I cannot serialize significant XPO objects (like the XPView), I cannot use standard interfaces, and in the last year only bugs have been fixed with very little new features introduced. I am required to deploy an N\-Tier application and I am finding that the limitations are smacking me at every turn: I can’t use XPO objects outside of the business logic tier because of serialization, so I had to devlop and maintan “DTO” or data transfer objects. Now am finding that I can’t even use the same interfaces, I have to create converters from regular OO objects to XPO objects. All this work is making it seem simpler to just go back to writing the SQL. Also, these conversions are a performance problem when you add up all the transactions: Every single collections must be loaded, then every item (record) must be cycled to copy it into a serializable version of the object. The same happens when sending objects back from the client to XPO. Maybe you think this is reasoable, but it adds up when it must be done for every save, every request, every report.  
So, I am sorry for the long letter, but I am getting worried: many users have asked me privately if I know what is going on. There is a growing consensus that XPO has limited support \- simply limited to bug fixes alone. I need to know if DevExpress is going to put some real effort back into XPO, are there any upgrades in the works?  
I cannot see a bigger or more important issue that compatibilty with interfaces. I can live with the serialization even though I think thi should be fixed as well, but the forced coupling to XPO instances is becoming problematic.  
Is there any light at the end of the tunnel? I think you know that I have been a long\-time supporter and very active user of DevExpress products – with special emphasis on XPO. I am also tired and a little frustrated.  
 TIA  
Trevor Westerdahl",0
This is not a problem with devExpress controls.,2
"Thansk for the timely answer, Serge. No, I don't have newer IDEs installed so the manual rebuild isn't an option. I've always tried to keep all libraries updated to minimize the chance of running into bugs, so can you please confirm that the only way left for me is to go through the what's new list for every maintenance release and ask for the bug fixes made available for the products I own? Also, I had already scheduled the purchase of two more libraries, ExpressPivot Grid and Express Scheduler, and I would like to know if I will be able to use the last working installer to install them \- this if I decide to stick to this plan, since it's very, very frustrating to update some and purchase other products that offered support to the IDE in use just to find one month later, and after a lot of work to take advantage of new features, that Developer Express decided not to support it any longer.  
Thanks,  
Carlos",0
"Thanks for the response \- this works fine and it's great to see this kind of real value coming from the control.  
This issue betrays in me a lack of knowledge and experience with how bound controls work.  It did not occur to me that things would be quite this simple, but it makes perfect sense seeing it now.  Almost too good to be true.  I still don't have a good feel for exactly how things work under the hood, but I can live with that as long as things keep working!  
For someone like me, it would help to have some words somewhere early in the documentation/overviews that simply describe that this is the way things work.  After combing the documentation for hours, I'm pretty sure that there's little or no direct explanation.  And with something that doesn't require code there isn't much code to help one find his/her way.  As intuitive as it seems now, I am the type to look either for examples or documentation that show the way, and was stuck not being able to find that .  
Thanks, Stephen",1
"Hi Andrew,  
To confirm this is something that DevExpress does not supply natively?   Are you going to add it?   You have end user options for almost everything else and it seems that this is not the first time someone has asked for this obvious capability.",2
"Sorry, but I cannot understand. A lot of people (your customer) need an update for a new version due to using a new version of IDE. I have used your components and now I have to check out other components from other provider which can I integrate with a lot of work.  
Our I can tell my customer. Sorry I use a new IDE but some feature are gone due to incompatible components.  
I think for you it will take 3 man days to  create an update but for me and your customers it will be more.  
Please check it.  
Integrate this components in an supported lib of you. Do something but do not nothing.  
Thanks  
Thomas",1
"We've been building an application using the beta builds of the Skins library in BDS 2006 and today as I try to upgrade to r.28 of the installer it says ES is not supported under CB10! So now I either have to rip it out of my application and find a replacement product or continue working with the beta release.  
I don't recall any prior warning CBuilder support was going to be dropped, if it was always for Delphi only I would have expected the installer to block installation of the beta from the start. Not a happy bunny.  
What gives?",1
"Hi Andrew,  
Do you have any news at all ? Have you managed to replicate the problem ? Anywhere close to offering a solution ? Any leads ?  
Quite frankly, you seem to be keeping us in the dark with no communication at all. All we got from you is 'we will inform you as soon as an answer is found' !  
Ok fine. Please realise that you last posted that statement on the 21st September and that we started this whole thread on the 29th of August !  
So I'm sure you appreciate the fact that since today is already the 5th of October, we are seriously frustrated with the situation as we cannot even offer any work\-arounds or solution to our clients who are now turning quite nasty.  
Andrew, would you kindly enlighten us with the whole picture. We need to provide answers.  
Thanks & Best Regards,  
Vince",1
"Dear Stan  
I think we both know this is nonsense. There is absolutely no reason why your components shouldn't display sensible tooltips. ""Specifies Support for Transacted Initialization"" is quite meaningless. It is obviously unacceptable to refer developers to documentation when the information they require should be right there in front of them. The learning curve with your products is ferocious and all I'm asking for is a little help from the GUI. Why this is not possible is totally beyond me. I assure you that in most organizations such behavior would not pass QA.  
By ""I also should say that you can easily obtain an information about our control in our documentation."" Are you referring to your on\-line web based documentation?  
Also is it possible to sort the toolbar items into alphabetical order?  
Kind regards  
Greg Wright  
IT Consultant  
LSA Endowments Ltd.",1
ok thanks again…,2
"Hi Serge,  
I did not tell you any bug, so this article does not help. Also your answer does not help. Truely said, I feel a bit offended by this apparently standard answer. So, once again.  
I had asked you precise questions, and I want to have a precise answer on each of the questions. Please do so!  
One addition: in the meantime, the hints do no longer show in the status bar. I did not change anything? So, please answer my questions and describe what I must do.  
Best regards  
Stephan",1
"Plato,  
Removing the ""store\=""  line seems to fix it now. The main grid are now updating. I still have one grid that displays a date/time in a grid based in a timed ajax callback ... this is not updating ...but I think its nothing to do with this issue.  
I think we can close this issue now as you have helped me identify the root cause. You have a great product with XPO ... we have been able to dramatically improve performance and I think we have hardly scratched the surface of the possibilities.  
However again we feel let down by the documentation which is very hard to penetrate and in this case is not clear at all. But your support effort has been very helpful and we are back on track again.  
Thank You  
Richard",2
"I don't understand why you guys are so slow on taking care of things.  
It's been several minutes since I made this suggestion, and you're only now implementing it.  
Thanks…",2
"Stan,  
Thanks for the suggestions.  I'm familiar with the articles you mention  
Unfortunately, the apps I am working on now run in an environment that has only Novell servers, making Remoting or IIS use difficult.  
Fortunately, VistaDB doesn't ""remember"" connections that aren't active, so with the number of users I am dealing with this is not a problem.  
Thanks again...",2
Got answer.,2
"I'm not saying that there is a bug in your components.  I'm saying that the other article should be updated with the extra step as it is not obvious that once a component is recompiled, that it needs to be installed in the GAC once the XPO.Providers assembly is updated.",2
"Excuse me but it is a really BIG bug. All in the world have IE7. Same problem with Firefox last version. Now I am in the situation that the customer wants to return the application, or make a discount on work. Now I do not know yet how much money, but I hope very low. This means a loss due to your bug. I am not happy for the situation. I thought xtrareports would be a better product. Hope you resolve soon, So I will not be forced to pay a debt not mine. Excuse again my bad english.  
Balbo Flavio",1
"Hello,  
of course I could create my own descendants (I am not a beginner...). But my past experience also with other 3rd party components showed that this is not pleasant, when I install an update of the underlying 3rd party components. So much problems with recompiling own libs, installing/deinstalling... D2007 seems to have not improved in this respect. So, to avoid this for my new versions, I looked for a lib which seemed to be almost complete, and found DX...  
As to the Bar components, there is another problem which prevents me from deriving own components. I found that there will be problems with the bar manager when placing controls onto a bar just in the ordinary way. Using the context menu seems to be the only reasonable method. But my derived components will not appear there.  
I don't agree with your excuse regarding limited resources. Providing helpful customer service is not a matter of resources but a matter of minds! Please deliver quick solutions in future and not those always same apologies which actually don't help.  
Best regards  
Stephan",1
"This component is just not functioning as documented.  You say you are not aware of any problems but I just did a google search and came back with several pages of complaints.  
I am unable to make this component perform as a simple DBComboLookUp box.  I replaced it with the Delphi equivalent and it perfoms just fine except for the fact that I cannot have an alternate field in the drop down display since that was not offered.  
I have a deliverable early next week and am working on this through\-out the week end.  Trying to get this component to function is becoming a full time job.  
PLEASE investigate and remedy.  Saying you cannot reproduce is not the answer!  I don't have the luxury of telling my customers that.  
I have 2 other seasoned customers working on this and no one can make this component work.  It is buggy!",1
"Hi Vito,  
Problem is that some of our customers do not like resizing fields (they get feeling that everything is jumping), when they add new resources in timeline view. I would like them to be static height and that they would not expand or shrink when customer is planing and editing Appointments.  
Quote:  
» BTW, I see that there are several persons in your company who seem to be using our .NET products as well.  However, your company owns only one license. We license on a per\-developer basis, so each developer who uses our controls should have a license. Could you please clarify this situation?  It is safe to post any confidential information here, since I've marked this issue as private.«  
In our company we are not using only devexpress controls for development . I was given a task to get to know devexpress controls becouse we are planing to increase the usage of your controls next year.  
Thanks,  
Nikola",2
"Hello,  
after some research in your support center I've found the info that your current web controls \- particulary the editors library \-  
do not support XHTML 1.1 at the moment. As a solution you recommend your customers to go back to the HTML 4.0  
standard to avoid any issues regarding your web controls.  
Further I've read about your intensions to support the XHTML 1.1 standard in the future releases.  
Can you tell me anything about that? When is that feature scheduled for release?  
We bought your enterprise suite some time ago assuming that there is a XHTML 1.1 support included.  
Unfortunately it isn't and now we have to change all our stylesheets to accomodate the HTML 4.0 standard.  
As you can image that is a time consuming and annoying job to do.  
Best regards,  
Tino",1
Thanks a lot for answer. It seems that problem in my document explorer \- all help topics of DX and other products has been missed from MSDN. Reinstalling does not helped :(,2
"my lisance is : 0721\-CEFB\-1B6B08AD\-040434  
i am waiting your answer.",1
Answerd by support staff..,2
"Hi Plato,  
I know that you don't ""officially"" support DX under Mono, and I am not asking for that.  However, I know that you guys have done testing with it and had some limited success, after reading posts and blogs and such of yours.  I'm asking for those files, that you've had ""limited"" success with, as a starting point to using your controls under Mono.  Could you send me those please ?  Experiments are OK!  I just need place to start!  
Thanks,  
\- Matthew",2
"Hello Serge,  
I won't really give up your grid because I had spend many many hours in development, and that your grid is not perfect is clear, I'm a developer for more than 20 years. It is more the lapidary way you told me, this is ""by design"", this sounds like: Don't bother me!  
And: The other request was from December 2005, this are nearly \*\*two years\*\*, and you have no solution. At what point is it worth to you to fix a problem? I can't believe that is not possible to correct it, perhaps you don't want to!?  
This is the same like my other questions: Why is a card view not sortable!?  
You told me: Vote for it! How? ExpressQuantumGrid for President? I don't know any other users I'd like to vote with :\-\  
Your support was very very good, but what I'm worry about is: What is if your support doesn't find a work around?  
Ok, we will see in future whether you are able to admit problems with your products...  
Regards from Germany  
  Kai Brendel",0
"I guess that answering my stupid questions is borring for you but for me its not as easy to understand every thing in the documetation as well because I'm from Germany and my english isn't as well as yours. Sorry ;\-) I realy try hard to understand everything \- and I read much in your documetation! But at this time I don't understand what I have to do to build something comparable to a view such as mine witch uses several tables and joins.  
Please help me with a short sample (Visual\-Basic) for my view !",1
"\>\>Our controls do work under VS.NET 2008. Also, they support all the required interfaces. \<\<  
 it was just recently when Julian wrote a blog that DX products are not working fully inder VS2008 and now you are telling me you're controls work under VS2008? And there is no announcement about support of VS2008!  
\>\>So, we do not see any reason why they should not work bound to a linq data source\<\<  
Have you tested it to see if they are working or are you just making a blank statement?  
\>\> If you experience troubles using our controls in this environment, please create a new bug report and describe the problem. We will do our best to help you.\<\<  
 I don't have time to do testing for you to see if it works or not. I've been asking this question for severasl months, and you keep giving this kind of answer.  
Can you check with R&D for confirm answer or do I need to contact Julian or Max myself for further answer?",0
"I notice that the ""duplicate"" has been outstanding since early 2006, it is now nearly 2008.  
Why don't you try actually implementing some of your customer's suggestions that you have allegedly accepted, wouldn't that be a radical idea!",1
"Thanks for the work\-around Brian. I'll try that.  
I notice also the point labels are rounding, how can that be stopped? Accuracy is important in the legal framework and juries can interpret rounding as dishonesty during presentations.  
Speaking of dishonesty, don't you feel it is dishonest to accept customer change requests when you don't intend to implement them unless they meet some internally defined measure of popularity? In my view, it is acting in bad faith to accept a customer change request and not implement it within a reasonable time period \- say 6 months maximum. If you have no intention of implementing something you should be honest and say so, perhaps put the request into a ""Pending for review"" category or something. You should not accept a customer change request unless you intend to do something about it, there is little point keeping people hanging on for their change(s) to be implemented when they could solve their problem by using a control from someone else that does implement it. It helps them because they get their job done more efficiently, it helps you because you aren't constantly letting people down and explaining why you haven't done something you said you were going to do.",0
"Brian, I think your defintion of a policy differs from mine.  
In my view your either accept a customer change request and implement it or you don't, there is no middle ground \- this is a real policy.  
However, accepting changes and doing nothing about them is simply disrespecting your customer base, it is not a policy.  
It is problems like this one that contribute to the poor reputation devexpress has amongst people I know working in development. You seem to like to continually shoot yourselves in the foot for no obvious reason.",0
"At the very least, it should update the .licx file, and you really need to look into it, because it just doesn't work at all consistantly and it's a really big anoyance using your product (which I don't get with other people's products)",1
"If it is not a bug, why did it work under 1.7?  Just curious.  Some of your customers need predictable upgrades without this nonsense.  
QA or document your changes better.",1
"I understand the concepts of how to do this and have actually done some of it.  But I notice that there is a plethora of members associated with the Scheduler. Drawing namespace that are not documented.  Rather than having to experiment with each and every one, I was hoping to find some documentation associated with them.  
",2
"It is clear that you are not listening to anything that I am saying, please give me to someone who will.  
Thank you.",0
" when I post here I have an expectation that the support people will actually take the time to read what I have written.  If you had, you would see that I put a link to the same blog post you linked back to me and I explained that there are breaking changes (I've found two already in only two components) that are \*NOT\* listed on that page.  What do you do?  You link me back to it.  How does that make \*any\* sense in your mind?  
If you are not interested in giving helpful answers please have someone else respond because this is starting to get ridiculous.   I've asked for almost two years now for something that is industry standard.  Infragistics publishes a complete change list, Telerik publishes a complete change list, everyone publishes a complete change list except you guys.  You still don't after it was promised that you would in this very Issue!  And critical breaking changes are left out of the blog post which is a ridiculous place to put breaking changes, when they should be in the knowledgebase itself AND in the documentation and help files.  
Here is just one breaking change that is \*NOT\* on that page:  
[http://www.devexpress.com/Support/Center/p/Q91400.aspx](http://www.devexpress.com/Support/Center/p/Q91400.aspx)  
I expect to have available upon a new release a complete list of \*everything\* that was changed that a developer could be affected by and special attention given to any breaking changes by grouping them together in the document or highlighting them in some way.  Right now a DevExpress update is a crapshoot, we never know what is going to break but something always does and to date I have never had a major update from DevExpress that didn't break my code and I have yet to have any of the breaking changes turn out to be documented anywhere in any change list and it's been going on for years now.  
If you guys don't see that as a problem then there's nothing more I can do I guess, but this is the last time I'm taking the time on this issue.  I'll resort to what other developers have to do which is hound you guys with support issues instead after things break and never do a DevExpress update anywhere near release time.  
I ran into that immediately when I updated and had to spend two hours yesterday rewriting my custom report design form from scratch.  You show me where that change was documented in the links you provided, it isnt.",0
"I have invested considerable effort in building a product around ExpressSpreadsheet, and was greatly chagrined to learn later (despite what was implied by the Frozen Pane demo) that ExpressSpreadsheet really has no frozen pane support whatsoever. I'm sure you folks are aware that the lack of frozen pane support is a major limitation in an otherwise very complete and excellent product\-\-there have been a number of comments/feature requests about it here, and elsewhere.  
I have decided our product cannot live with frozen pane support. It is a commercial product for end users...and the lack of frozen panes will make output to the ExpressSpredsheet very difficult for most people to use. Hence, many potential users will not buy our product simply because the UI appears lame/deficient.  
Therefore, sometime in the next 60 days I \*will\* make an effort to support frozen panes with ExpressSpreadsheet...possibly by rewriting the painting system (looks messy), or by multiple paint cycles to paint separate juxtaposed parts of the viewable region, coupled with modified mouse support, etc., etc.  
My question is this:  Would there be any possible way, under any special arrangement/non\-disclosure agreement/otherwise to get an internal copy of the \*commented\* source code for the ExpressSpreadsheet?  
It seems senseless for me to spend days trying to figure out parts of the code, for which some kind of internal documentation surely must exist. And if I am able to add reasonably efficient frozen pane support, it might be a way for you folks to extend the life of a product which, it seems to me, is clearly only ""on life support"" at Developer's Express (that is, never likely to see a major upgrade, ever again).  
Thoughts? Possibilities? I'd be interested what someone there in management might have to say...  
Thanks,  
Mark Wilsdorf  
Flagship Technologies, Inc.  
14976 Monroe Road 1039  
Madison, MO  65263\-2259  
Email: mrw@goflagship.com  
Web: [http://www.goflagship.com](http://www.goflagship.com)  
Phone: 660\-291\-3000  
FAX: 321\-256\-0319",1
" Sorry, but this simply doesn't make sense. The installer did NOT offer a choice of root install directory, and it did not install into C:\Program Files\Developers Express.VCL, and I \*will\* have to mess with this in order to fix it.  
This is probably better followed up in issue Q92633, but here's my current guess at the problem:  
Previously (years ago) I installed dev express components in:  
C:\Borland\Delphi6\\_LibDevExp\  
The latest DevExpress iinstaller is now treating that as the root install directory.  
Now, as time has gone by, it seems that when multiple versions of Delphi are supported, Dev Express really should install in one common directory for all versions, which obviously is silly to place below a specific version of Delphi.  
OK, fine, probably what I have to do is UNinstall Dev Express completely, and install totally from scratch, and set the dev exp root to something sensible (and then fix up whatever paths are still pointing to the old location).  
But why is it a problem for you guys to just tell us this out \*before\* my installation gets all screwed up? The line ""we don't tell you because we don't want you to mess with it \-\- is simply incompatible with the fact that your installer is making assumptions that don't necessarily hold.  
Again, I use and like the components, I just don't get why (as it now seems) it's your official policy to make installation a guessing game.",0
"Dear   
I am not YET registered customer but i am about to do so after my review is finished with your products. I have few close friends who are already customers.  
I am learning Devexpress and i can say it is like learning new language :)  
I probably will forget other VCL suites i m using and will use only Devexpress since it almost provide everything for a developer.  
I really dont know if it is OK with you i am trying to get support as not YET registered customer? May i please have the solution i asked for?  
Thank you,  
DK",3
"Why my question is not clear?  
Do not you know what is your competition doing?  
In your descriptions you have stated that your controls have unmatched flexibility, which is not the truth.  
As I pointed out Infragistics in their NetAdvantage collection or Innovasys in their DockStudio control made excellent panel docking and document windows functionality.  
Your XtraTabbedMdiManager1 component is very limited in comparison to those described above.  
So, the question is really simple:  
Are you having any plans to implement better functionality of your docking panels/windows components?  
If not then I will not waste my time with your XtraTabbedMdiManager1 and DockManager1.",0
"Sorry for the delay, I've been out for some Christmas vacation time.  
I understand your response, in light of what I know support engineers usually cannot say concerning product updates and future features. But at the same time I hope you will understand how I see your answer as a ""non\-answer"" to my questions. Your answer appeared to be of the ""brush off"" or ""put off"" variety.  
You did not address my questions really; in fact, you even suggested I try the very Frozen Pane demo (A1050) which I stated does \*not\* work. The only way the Frozen Pane implementation in A1050 works is if all columns and rows are displayed at the \*default\* column width/row height! (I have investigated the code in considerable detail, and its limitations appear insurmountable without taking an entirely different approach.)  
Also, I expect direct, honest answers. Maybe yours are but they don't appear so to me. Your use of the phrases ""...planning to introduce this product feature in a future version..."" and ""Meantime, I suggest..."" imply an update schedule or at least a planned update path, which does \*not\* square with other information I've seen concerning ExpressSpreadsheet. For example, as as recently as November 2007  said in Q50666:  
""...I cannot give you a definite answer regarding the future of the ExpressSpreadSheet. It is now frozen. We don't develop new features in it, but only fix issues reported by our customers. We do have a list of features to introduce into future versions of the control. However, we haven't yet decided whether to do this or not....  
Thanks,  

So which is the truth? A likely upgrade to the product, or a ""black hole"" of promised feature requests that never will happen?  
I have been discreet in asking my questions:  I marked this issue as Private so we might be able to hold a forthright discussion without injuring product marketability for ExpressSpreadsheet. Therefore, I continue to hope for more direct answers.  
(Even ""No"" is a better answer than a fluff\-laden deflection from the specifics of my questions.)  
I believe I understand your perspective, but as an ExpressSpreadsheet customer I hope you can understand mine. No ill will here, just frustration with having my time wasted.  
Thanks,  
Mark Wilsdorf",0
"Thanks for the reply.  
\> All the source files included in the installation are taken ""as is"" from our source code storage. Yes, our developers don't include comments in our source files.  
Ok, I can believe that.  
But I cannot believe that additional technical documentation of ExpressSpreadsheet doesn't exist.  
When source code comments are not the primary means of documenting a project\-\-as I realize is the practice in some shops\-\-there \*must\* at least be external notes concerning the design and organization of various chunks of the project. Else, if a key person...""the one guy who understands this pile of code""...were to quit or die, both maintenance and new development can be stalled for many weeks.  
Failure to maintain some form of documentation beyond raw, uncommented source code would be worse than unprofessional, edging into ""silly"" or ""foolhardy"". And I consider DevExpress products to be among the most professionally designed, maintained, and supported products around...which is way I won't believe there is no additional documentation of the innards of ExpressSpreadsheet.  
To sum up:  If any kind of documentation is available and you could release it to those of us trying to use ExpressSpreadsheet for serious work, it might help some of us overcome the product's major deficiencies (such as lack of frozen pane support)...extending the life of the product for DevX.  I'm not talking about open source software here, but merely open, forthright, healthy support of the user community for this product.",1
