text,Sentiment
"Hello , I made several post related to this on the already discussed questions but I haven't heard back anything. Last week, I posted another support ticket asking for a deadline on the ""fix"" for this issue but I was asked to describe the issue again. Once again, I am describing the issue we have with a sample project. Please look at the text truncating issue. Once you run the report in the sample project, on top of page 2 you will see several ""dots/truncated lines"". This is really a very high priority for us. Please analyze the issue and update me on the timeline when this issue will be fixed. If it will take time, suggest us a considerable workaround that will work for this issue. I request you to give me a direct solution to this problem instead of referring me to another support tickets. It's becomes really confusing looking at other support tickets which have references to other support tickets where eventually the original issue is side tracked. Please keep your responses specific to this issue and within this ticket for my better understanding. Thank you so much.",0
THANK YOU.  You are 100% correct about PIDC instead of IDC (this is embarassing \- you know my code better than me!!!),4
"Hi, Thanks for the reply. While examples can be useful, what I was asking for was the architectural documentation of the report designer control that describes its various aspects and how to use it at a programmatic level.  I assume that, like most of your controls, you simply don't have any documentation beyond the rather limited Class.MemberName \- this is the Member Name (yeah, no kidding) class level documentation that tells you what kind of screw it is but not how the overall unit is assembled.  I do appreciate the help and will look at the examples.  It's a shame your company feels that professionally written documentation for complex controls isn't a worthwhile investment. It's one of the reasons I've been moving away from Dev Express products.",0
"Hi.    I'm creating a custom Winforms report writer using the Ribbon Report Designer control, which actually places a collection of controls in the app as detailed on this page: [https://documentation.devexpress.com/#xtrareports/CustomDocument3302](https://documentation.devexpress.com/#xtrareports/CustomDocument3302).  I'm having difficulty finding meaningful documentation that gives an overview of these controls and how to use them. Each class has a list of the properties, methods, etc. but that doesn't give you any notion of how to use them to customize a report writer. It would be like ordering furniture from Ikea, opening the box and finding that every screw and board has a detailed description explaining what type of screw or board it is, but without the assembly instructions that show how and where they fit together.  As an example, I want to override the Reports Task pane that allows a user to set up a connection and instead display only a list of data sources that I provide \- these are mere mortals, not programmers, so pointing them to Sql Server and telling them to create a connection string would be unrealistic.  I'm sure that somewhere there's an event that's fired when I click on the arrow that brings this panel up, which would hopefully allow me to disable it or show only a list of predefined datasources. In a similar fashion, I'm sure there's a way to populate the datasources, and I'm equally confident that each of those members / properties has an entry in the class documentation. However, without documentation showing me how it all works together, the control is almost useless to me. And that would be a shame because it's a very nice bit of work.  Is there any documentation that explains how to use your report designer classes ([XRDesignMdiController](https://documentation.devexpress.com/xtrareports/clsDevExpressXtraReportsUserDesignerXRDesignMdiControllertopic.aspx), [XRDesignRibbonController](https://documentation.devexpress.com/xtrareports/clsDevExpressXtraReportsUserDesignerXRDesignRibbonControllertopic.aspx),  [ApplicationMenu](https://documentation.devexpress.com/WindowsForms/clsDevExpressXtraBarsRibbonApplicationMenutopic.aspx) and [XRDesignDockManager](https://documentation.devexpress.com/xtrareports/clsDevExpressXtraReportsUserDesignerXRDesignDockManagertopic.aspx)) to customize the application? The link at the beginning of this ticket, which I would have expected to be such an overview, essentially just says, ""drag and drop a control into your app \- the end.""  I hope the example gives you an idea of the type of documentation I'm looking for (and I hope it exists). Bear in mind I'm not just looking for the answer to that one specific question, but rather am looking for the ""owner's manual"" for the ribbon report designer control set so that I can see how to make meaningful modifications to the app and what part of which control is responsible for which bit of functionality.  I've already spent two days trying to get this sorted and have made very little progress, so a quick response would be most appreciated.    Thanks very much,  Chris",0
Did you try the RealTimeDataSource?  [http://www.devexpress.com/Support/Center/Question/Details/Q285998](http://www.devexpress.com/Support/Center/Question/Details/Q285998),2
Hello .  Thank you very much for your quick reply.  It is aptest for my problem!,4
Hello   This is exactly what I wanted to have. Thank you very much !,3
"Hi, ,  Thanks very much.  Your approach works very well! You are so helpful. Thanks again.",3
Thank you very much for your help !  That is exactly what I was looking for!,3
Thank you  that makes sense and now works. Many thanks for your help as always,4
Thanks very much .  Run speed and ok!  You are the best...,3
This was exactly what i was looking for.  Thank you  for your help.,3
[http://documentation.devexpress.com/#Xaf/CustomDocument3183](http://documentation.devexpress.com/#Xaf/CustomDocument3183)  should give you a direction...,2
I have found my answer here: [https://help.devexpress.com/#Silverlight/CustomDocument6234](https://help.devexpress.com/#Silverlight/CustomDocument6234),2
hi please give this issue to Dennis since he has a previous  simmilar previous one  following this tutotial [http://documentation.devexpress.com/#xaf/CustomDocument2741](http://documentation.devexpress.com/#xaf/CustomDocument2741)  I got simmilar problewm context submenu not showing items  **see video.** ..C:\Users\raul\Documents\C\_\_Users\_raul\_Documents\_2014\-01\-09\_1651.swf\_2014\-01\-09\_1655.swf,2
"Hi , That was what I was missing \- now it's working and I can move forward with my testing.  Thank you for helping me.  Regards,  ",3
Hi   Thank you for your response.  I looked in my computer. I don't have this spesific folder.  I only have this : C:\Program Files (x86)\DevExpress\DXperience 12.2\Sources\DevExpress.ExpressApp\,2
We are very disappointed that this stopped working in version 12.2.6. This functionality worked fine in all releases of version 12.1.\* and in all releases of 12.2.\* until the current release. We have a substantial amount of code that depends on this functionality and it will take significant effort to make the changes you are requesting.  We consider this a bug and hope you will reconsider fixing it soon.,0
Thank you  I'll post the solution if I proceed & succeed :)  May the New Year bring you happiness and good fortune,3
Thnak you for your example  It seems to be a good start for my scenario.,3
"Thanks , my project can't upgrade to .NET Framework 4.0,due to others reason .  Is there any solution to support just like Hotfix for DevExpress 12.5.  We appreicated DevExpress Support!",2
I have already worked with Devexpress and XAF about 2 years ago. Now i have a new job and want to convice my new boss from devexpress.  I have started with evaluation about a week ago. Now i would like to present my first App. I think our purchasing Department should contact you soon.,3
"Wow, I've been using Telerik for ASP.Net for over 8 years.  I decided on DevExtreme because I was not happy with their Visual Studio integration.  But I have to say, not only is your product better, but your support is outstanding compared to Telerik.  It takes at the minimum, 24 hours to get a response from them.  Even with a paid subscription and paid support, they never respond as fast as you guys have!  Thanks !",4
I  am not talking about the Y axis( grades) i an talking about the x axis(student names)  what should i use?,2
"[DevExpress Support Team: CLONED FROM [T870291: Export only works on a development machine]({'FriendlyId':'T870291','CheckAnswerDesk':'7bb212e9-1af8-4a62-a4b6-fd592cbadb44'})]",2
"[DevExpress Support Team: CLONED FROM [T870233: xtramessagebox]({'FriendlyId':'T870233','CheckAnswerDesk':'7bb212e9-1af8-4a62-a4b6-fd592cbadb44'})]",2
"[DevExpress Support Team: CLONED FROM [T870330: CameraDevice FPS]({'FriendlyId':'T870330','CheckAnswerDesk':'7bb212e9-1af8-4a62-a4b6-fd592cbadb44'})]",2
"[DevExpress Support Team: CLONED FROM [T870173: Devextreme Digram drop event]({'FriendlyId':'T870173','CheckAnswerDesk':'7bb212e9-1af8-4a62-a4b6-fd592cbadb44'})]",2
"I gave you a 9, just so you don't think you are perfect and leave some place for futher improvements :-) As someone who broke ties with DevExpress two and a half years ago in a really bad way, tried everything else and humbly got back to DevExpress says it all.  Special kudos to XtraReports team who went from barely usable product to my favourite reporting tool in a couple of years. Sure, performance is still behind FastReports (and will probably always be), but they came such a long way, I am not worried any more. Also, special kudos to XAF team packed with huge, sincere apology. Sure, there will always be times when we will disagree, but there are always better ways to deal with those disagreements than I did two and a half years ago. I was in a really bad situation back then (nearly lost a company), but that is no excuse. And of course, kudos to the rest of the team (XAF wouldn't be much without components that make it). Also, new support center is amazing. Best regards,",4
"Hi ,After some additional research I've found this is nothing to do with DevExpress specifically. Essentially if a external javascript file is loaded via the use of the jquery .html function, that script is fetched synchronously to ensure that it can be referenced by the html being inserted. [https://github.com/jquery/jquery/issues/3975](https://github.com/jquery/jquery/issues/3975) There are no plans to fix this in jQuery it seems, but also no real work-around either. So I think my main question is whether your developers think this is an issue at all. It means that any PartialView containing DX Controls is going to throw this Deprecation warning. Which I'm sure would affect thousands of DX control users, but there is effectively no way around it. My concern is that the Chromium devs decide to discontinue this, instead of just marking it as deprecated which would be a bit of a disaster.",1
"You have really great products but I really feel your documentation does not do justice to your software.  Whilst the help files are good they are no substitute for proper user and reference guides.  
I have 25+ years development experience and I am not in the habit of needing technical support but I have found myself sometimes completely at sea with using some of your components given their complexity and the inadequate documentation.  
I realise that some of the issues are in your knowledge base but to have to go online every time you have a query to see if it is covered in there, is a real pain.  
I feel you would spend a lot less time fielding technical support queries if you had better documentation.  
**Proposed Solution:**  
For example with quatum grid:  
Many more examples of how to accomplish common tasks such as adding an unbound column to a data aware grid, correct way to alter data in different columns in response to data changes in other columns etc  
A detailed flow chart of the order in which events are fired and the key things that take place at each stage.  THis is particularly needed given the MVC architecture of the grid in terms of how the data controller interacts with the views/ levels  
Much more on how editors work",1
"Minor glitch in setup:  
If you don't install Documentation you are still asked whether to merge the help files or not at the install time.  
**Steps to Reproduce:**  
Run setup, uncheck Documentation option, click next.  
**Actual Results:**  
Setup is asking you if you want to merge help files.  
**Expected Results:**  
Setup should not ask you if you want to merge help files since you aren't installing any.",2
"hi,  
i wish to integrate my application with Mercury's testing tools.  
they have told me that they have support only for your grid control.  
i am using many more components of you.  
Do you have support for Mercury's automatic testing tools?",2
0,
0,
1,
0,
"Hi,  
Thank you for your response, I will incorporate your workaround.  
Nevertheless I think bool? is as strongly typed as bool is, so I think it should be treated the same way.  
Maybe you should take this as a enhancement request instead of a bug?  
Regards,  
",0
"So you tell me to upgrade to 2.5.1.0 to fix a problem in 2.5.0.0  
Then tell me the new version of a product that list VS 2005 as supported doesn't work?  
My solution is to scrap your product and use one that works.",0
"The code listed in teh workaround now crashes with a null reference exception after updating to 1.12.4.  
There is a purported fix that makes this workaround unnecessary, unfortunately after wasting half an hour on this site I still can't find anything more than the posting on the forum that says: ""\#A1149     Usability \- It's impossible to set the XRDesignPanel.ReportState  
property""  
What are we supposed to do with that information?  Do you guys not realize how precious time is to a developer, you don't seem to want to make it easy to get this kind of information quickly and easily.  At every update we are fighting with the lack of doc's for changes.  Last time you moved something critical into another assembly entirely and didn't document it anywhere.  This is getting ridiculous.  You have a good product, please follow through with your support.  We have thousands of clients now using XtraReports in a released product and to be honest we dont' want to every upgrade your product any more because something always breaks and is not documented.  Unfortunately there appears to be a huge bug in the previous release that we \*hope\* will be fixed in the 1.12.4, but we don't know because we can't get there yet until we fix all the new breaks introduced by 1.12.4.  
Can you tell I'm not happy?",0
"Look at the yours site first page.  
You have six new programs for NET.  
You also mention that you support Visual Studio 2005.  
Now look at the VCL programs.  
You don't mention that you support Delphi 2006.  
You say that you are building the next version of Quantum Grid and Bars as well as PIVOT grid.  
If you are comitted to both platforms why don't you put in your site these components with the 'coming soon' mark?  
Don't you want to have new customers in the VCL product line?  
What impression are you giving?  
Regards,  
Manolis",0
"How do you change the border color/pattern like is done in the Scheduler demo. I looked through it but cannot figure it out.  
As kind of an aside, I am having trouble figuring out how to use the Scheduler control. It is extremely powerful and flexible and it seems that it is not well documented. Granted I am still a newbie to .Net programming but I find I am having to ask what feel like elementary questions and I am having a tough time figuring out whether it is me or the documentation (or rather lack of) for the product. I am not trying to be critical, I am trying to be more efficient with my time and yours and if you can give me a pointer or insight as how to find answers to my questions about the scheduler control on my own I would gladly use them. To me it seems like I would benefit from source or at least a human readable form of all of the classes contained within (or something like this). You have graciously answered my questions thus far and when you send me answers I look in the help files for the property or method that you expose and find nothing. I am trying to figure out how I could possibly have found that answer without bothering you. Thanks very much,  
Tim.",1
"I fixed the problems myself, however I'm quite surprised that a set of patches caused such a group of problems. I do think that perhaps a bit more testing would help, maybe some peer review of the installation packs, a beta test against a real project rather than whatever you have at your workplace maybe? Do you issue a general warning to your customers if you get post\-release problem reports? If you do, I never received it.  
Regards  
",1
"Thank you for your response and glad to see that there is an issue; but your response really does not help us. Since we would like to upgrade to 1.12, because we are also upgrading to VS2005.  The biggest issue between 1.8 and 1.12 is that we are getting a serious performance problem.  What is so different in 1.12 which makes peristing the report work in 1.8?  Is is bug or what?  And I hate to ask you this, but when you said that you going to add ""PrintDocument in the future,"" is there an ETD.  The reason I am asking, is my boss, which I have convinced to use Xtrareports in the first place, would like to know for planning purposes.  Thanks again for your time.",0
"Please excuse my frustration with your answers.  
You said, ""Sorry, as you know our policy is not to preannounce any release dates""  
How is it that I know this? No one has ever explained to me your policy before. And I have several 3rd party controls in which they are very upfront about ""estimated"" release dates \- which is what I asked for. I did not ask for an exact release date.  
And you have not resolved my issue in any way! Essentially, your answer to me is summarized as follows \- ""Our software has a bug that we can't or won't fix and the new functionality will be available someday \- but we can't even tell you whether it will be released next month or next year."" How can you consider this to be good customer service? I get the feeling that all you want to do is give some kind of an answer to my issue so that you can mark it resolved. Are you really interested in helping me use your product? Essentially, your reporting tool does me no good since I cannot use the XRRichTextBox \- because of this bug.  
I hope that you take my concerns seriously and try to help me work through this problem.",0
"I asked a question here over a week ago about my confusion at finding so many registry keys still on my computer after uninstalling all my eval products (in preparation for installation of the full versions I had just paid you for).  If it helps you locate the question, it contained a text file attachment that listed LOTS of registry keys and it was probably sent about 3/23 (I purchased 3/19).  
I don't even SEE the question up here, never mind find an answer.  
I thought you guys were so responsive to your customers!  That's what led me to buy from you.  I wasn't particularly impressed by the handling of case that I tried to resolove with you during my eval period.  But the word I heard from other customers of yours make me decide to just buy in and get busy.  Did I make a mistake?  
Please reply directly to my email.  I'm tired of coming here looking for a response and finding nothing.  
",0
"I hate to belay the point, but are you certain you used VS 2005 (not 2003)? Your C\# project seems to indicate that it was 2003 by it's 7.1 icons, and it loaded into 2003 by default.  
This issue might be faster resolved with a phone call. Is it possible to reach devexpress tech support by phone, or have someone call me (248\-548\-2500 ask for Sam Marrocco). I have to say that the 24 hour lag between every response and reply for simple questions and answers is very frustrating.",1
"Interesting that me starting a window before the message loop is a hack considering that MS's patterns and practices uses this very scenario for this very task of a login screen and starts the message loop after the login phase.  More interesting in that it works fine for everything but a tablet PC which you claim in your knowledge base works fine, but you haven't even bothered to test because you don't even have one to test with.  
And interesting that you give a solution, but expect me to purchase Windows XP Tablet PC edition to fix your bug.  
I suggest you go back and rethink your position on this one. You need to find a way to fix your faulty product at your expense. I'm willing to help in any way I can, but it is completely unreasonable for you to expect me to spend money to fix your BUG.",0
"You guys are killing me.  This does not work.  I am not using a windows app.  This is a web app.  Don't tell me its the same concept because its not.  Just forget it.  I will definitely not recommend this product to anyone I know.  You may have 1000 support request a day, but thats no excuse.  Hire more people.  
I'm moving on.",0
"Thanks.  I should have seen that entry in the docs \-\- it really does answer my question clearly \-\- but sometimes my eyes glaze over.  
Thanks again...",3
0,
"
    The reason that you project didn't replicate the problem is because you had the problem backwards.  To duplicate the problem you need to is IsEmpty \= True; (Line 502 in your project) and you need to not run oleDbDataAdapter2.Fill(dataSet11) so that you won't have any child data.  Also I'm using VS 2005.  I'm not sure that will make much of a difference but I want to make sure that you understand that so you will consider it in case you still can't duplicate it.  I say this because the sample project you sent me was VS 2003.  
     Now as far as the submitting issue I never said I haven't ever been able to submit a question to your website.  If you read the PS again you will see that I tried posting that very question friday and monday and if you look at my list of questions you will see that there was nothing posted friday by me and only one quesiton posted monday.  It wasn't until I posted the message for a third time that it actually went through.  This means had it worked every time you would of gotten the SAME EXACT QUESTION 3 times.  You only got it once.  I'm not sure what the deal is but this has happend to me before on another message.  On that message it never did go through and I gave up and I just emailed the question.  The only reason I even started using the website was in the hope that if I replied to one of your answers as I quite often do that you might be able to track better that it wasn't a new question and get to it a slight bit quicker.  I will say that if I end up losing several days because it doesn't post correctly then its sure not worth it.  I'm beggining to wonder if its the way I'm getting to the site that is making the difference.  
   Thanks,  
",0
"Hi,  
Thanks for the clarification.  
However, if I may say something: DevExpress advertises full support for VS2005, and on this prominent page [http://www.devexpress.com/Products/NET/whidbey.xml](http://www.devexpress.com/Products/NET/whidbey.xml) there is a large section on how  your controls integrate so well with design time Data Sources.  
Sorry for having been excited when I read that and for trying it with XPO, DevExpress' ultimate datasource framework, but unless I'm wrong, nowhere in the documentation is it mentioned that XPO classes can't be used as data sources to quickly create UIs in that exact same way.  
So in effect you're telling me that I don't really need the fancy drag&drop data source facilities that are advertised as being so useful on DevExpress' own website.  
Don't get me wrong, I really \*do\* understand now why XPO can't work as Data Sources this way and I don't blame anyone but MS for this bug, but I would have appreciated a ""Limitations"" page in the XPO documentation or something equivalent that prominently told me that there was an issue and explained it a minimum, if only to avoid wasting time trying.  
When you dont know the full story, it's hard to make sense of why XPO objects \-that would be perfect canditates for this feature\- don't work as expected as design time Data Sources in VS2005.  
So, thanks for the friendly lesson on how I don't need this fluff \-even though I still think it's really useful when creating detail forms\- and I really wish that the next version of XPO will have that ""Limitations"" page that tells me in advance what I cannot do and shouldn't even waste time trying, with maybe a suggestion or two on how to either work around the issue or achieve the same result a different way.  
Hope you understand my point of view on this.  
Thank you very much for your time,  
",1
"I am reaading your knowledge base. I found that , you are not updating questions answers. Some question's answers are still ""Not implemented yet"". But new version has solved this problem(s). You must update this answers because , a lot of futures of your product seems ""undevelopped"" in knowledge base.",1
"Is anyone going to respond?  Usually I get responses within a day, its been a week!",1
"Wow.  
I understand you guys are running a business, but when I'm submitting a BUG report, something that people get PAID to do, and you give me your pre\-canned ""your evaulation over,"" well that just says a lot of things about you.  Bad things.",0
"As I have stated before, I'm in a really difficult position with my client.  The bugs that I've reported in GetRowFields() and GetColumnFields() are preventing me from delivering a fully working product to my client.  My client has told me this is unacceptable to them.  So I need the fixes to these methods immediately.  I can't wait for your official release any longer.  
Would DevExpress be willing to do the following?  
    1. DevExpress will modify the official source code released with version 6.1.4 (the VS 2003 version) to incorporate the necessary fixes and release it as a patch or maintenance release.  
While your company has been great in supporting this product, I do expect bugs that can't be worked\-around to be resolved and re\-delivered quickly to support the same expectation that we as your customers have on us by our customers.",1
"It takes too long to purchase and register (install) your software.  It took 10 hours after ordering to receive the download link.  Then when I tried to install, I got stuck at registration code screen.  Update button (MyDevExpress WebService) does not work although I am connected to the internet.  When I click 'Register Manually..."" button I am asked to copy some text and email to support@devexpress.com.  I am now waiting to receive Registration Code.  If response time for support request and order completion is any indication, I will probably need to wait another day before I can even install the program.  
**Proposed Solution:**  
Improve order processing speed and somehow automate registration process (or fix your WebService) so that your customers can get up and running quickly with your products.  
Offer faster response technical support even if you have to charge for it.  Sometimes we get stuck and need an answer right away.  
Thanks for listening.",0
"Newsgroups are a major pain to work with. I REALLY wish you would implement some form of user forum that would let people post questions and share answers.  
I do like the email support, and the support center, and I use them both. But sometimes it is easier to find an answer (or ask a question) when dealing with other users as well.  
You use newsgroups to support this, but they are clunky old technology and are very difficult to use effectively.",1
"Hi,  
We are finding it very difficult with out .NET 2.0/VS 2005 documentation. You guys don't even have examples in VS 2005. What is the timeline in updating the documentation ? Atleast if you guys have any express support option, we can go ahead and buy. We have to send a question and wait for one day to get answer. It's not that we are getting answers but we are loosing days for small issues. You guys should have given highest priority in updating the documentation.",1
"Hi DevExpress  
I am writing in response to your Dev Teams update of Bug Report DB16054 in relation to XtraReports.  
I am very very disappointed with the extremely poor response to the bug and extreme length of time taken to respond to my bug report.  
I have purchased this product and I am unable to make it group data in the simplest of way as outlined in my bug report. I took the time to create a sample project  and sample database and carefully document what your tool does not do and you have not even sent me back a simple report showing what you mean in your bug resolution.  
You have marked the bug as by Design but frankly this just seems like you cannot be bothered to explain or send me a short sample of how to work around it. Nowhere in your documentation or before I purchased does it say that you cannot group a set of child records together for a Master Detail Report and NOT arrive at a correct summary total WITHOUT having to use scripting.  
I want someone to contact me urgently as per your Bug Resolution as I have tried every single way of trying to group to get correct summaries and totals and nothing works.  
I have used your PivotGrid control and it is excellent, I am sure XtraReports is too but please please take some time and send me a sample report USING MY SAMPLE DATABASE on how to arrive at the correct totals WITHOUT having to display every single child record.  
I dont want to have to wait over a week again for this repsonse and I really need this help urgently as I have an application waiting on this. If I dont hear back from you with a solution I shall have to start the money back gurantee route as I will therefore be unable to use the product.  
Thank you in advance  
 
Emerald Database Ltd",0
correction in last line of my previous posting : 3 days back i asked this queation not answered. came back with some weired response.,0
"Since you upgraded your web site I have stopped getting timely email notifications when my issues have been updated.  Specifically I updated my issue and have yet to recieve an update.  I used to get an email notification that an issue was updated almost immediately after I made a change.  I updated my issue and have not yet received a notification.  
I don't know if this is by design or not, but I precieve it to be a bug in your new web site.  I don't know if you actually acknowledged my update or not.  
Thanks,  
",0
This answer still doesn't help.,1
"I am specifically looking for usable documentation that I can use to accurately recreate the functionality of the Outlook 2003 Style Grid Deplicted in the demo included with XtraGrid.  I am looking for a list of ""ALL"" properties that have been changed from thier default setting with some form of explaination that I can make sense of so as I can use this type of grid in my own applications.  I have been working through the support system at Component source and they too are not getting me very much information.    I purchased this component specifically for this functionallity and would greatly appreciate some support, which I have to assume is provided with this product.",2
"A further note on the behaviour of this component.  I selected all the Style properties, accepting only the default style, and it seems that blocks do appear in the scheduling area, but only at the very top, ie at time 00:00.  We have tried to follow the Help file exactly on this.  
Its been over a full day since any response was received from your support team, and that was merely to say my query had been reviewed.  Is this a normal response time?  I tried to time my query to match your time zone and you should have recieved it at the start of a working day.  To merely get an acknowledgement of receipt a full day later is not acceptable.  We are complete beginners with this product and at the risk of prejudicing the response time even further.....frankly we expect more of a support team.  Also, is there anything like a tutorial for this product, which might mean that we bother your hard pressed support team less?  The help file unfortunately is of the kind where we have to zig zag through a Microsoft Help file between properties, methods and events.  We also considered posting to the newsgroup, but peer support for beginners relies on a thriving newsgroup and responses seem to be timed at a few days.  
Please respond!!",0
"Hi,  
I find your answer very upsetting for two reasons.  
Firstly, you have completely ignored the background information I provided which makes me question why I even bothered.  
Secondly, you seem to be under the impression that I can invest in two separate IDEs. I can't.  
My employers are not willing to lose their investment in the existing product or force their customers to retrain completey.  
Do you have any other more practical suggestions or workarounds for these issues?  
I truly do not understand the DevExpress position on this.  
While I appreciate the fact that your .NET tools were not designed to be hosted by VCL.NET forms, I suspect that a significant number of your sales are generated by word\-of\-mouth from your loyal Delphi developers.  
Receiving a response of this nature is a real kick in the teeth.  
",0
"Hi,  
yes you are right, but this is the first installation of DevExpress components on this mashine. I have no idea why there are such problems. The compiler had no problem with DevExpress, only the studio itself, it cannot resolve this namespaces. Maybe my Visual Studio installation is corrupt, maybe i will try reinstall my studio and test it again.  
Thanks for your support.",2
"What minimal and recommended technical requirements (CPU, memory, video card) are necessary for work with your components?  
Will your components work under Win98?",2
"First, XtraReports seems like a fine product. The Quick Starts are a good approach to fast productivity.  
I have to say that the main product documentation is a very big disappointment for several reasons.  
First and mainly, the documentation is simply too little. Very few scenarios other than totally simple are addressed. The documentation on master\-detail reports (however achieved) is skeletal. Let's face it: most of us out here have to write multi\-level hierarchical reports.  
The documentation concentrates on WYSIWYG, using your nice wizards and drag and drop. Well, reality is that many of us deal with middle tiers, factories, and other environment facts of life where we cannot simply drag a database table to a form. We have to do everything programmatically, and your documentation is totally useless in this case. I would like to strongly suggest \- as a new customer \- that you overhaul your documentation and provide useful, non\-trivial examples from scratch of getting datatables (scenarios with and without adapters), creating ad\-hoc datasets, creating data relations, and binding these in code to report and detail report labels and tables. This better documentation should also include stuff that may seem obvious to you but that I had to learn by wandering all through your current documentation, such as when to create report document, binding print engines together, and so on.  
There are also errors in the main documentation. For example, compare the documentation on how to display a report right on a WinForm with the API reference. Indeed, your documentation says to use two XtraReports objects that are not installed in the toolbox. When I finally got desperate and went to the class reference, I find that the objects you mention are shown as OBSOLETE! And that a different object is recommended. Waste of my time.  
Your web site also has some errors. For example, do a Knowledge Base search. I got six results for a search on how to do master detail reports, but the search results shows 1\-20 of 6 results. The navigation could also be improved; the hierarchical TOC on the left requires shouldn't require postbacks/shouldn't create a long history trail.  
I have spent more time with XtraReports trying to figure out basics that should absolutely be documented than is acceptable. Again, the product itself see  
ms good and whoever did the quick starts should be rewarded for creativity, but the main documentation is very frustrating. I was able to get basic reports off the ground quickly because some of the programmatic equivalents are obvious, but really... non\-trivial stuff is far too difficult to figure out with this documentation.  
**Proposed Solution:**  
Rewrite your documentation completely. Get it up to date to use current objects. Add extensive programmatic\-only examples.  
Improve web site navigation and search results.",0
"Hi again,  
Thanks for your help.  Unfortunately, we can't find any documentation on creating custom skins for XtraGrid or DevExpress.  Could you please point us to the proper documentation or provide it to us if it is not online?  
Thanks again,  
",2
But how will that help when you patently aren't replicating the real\-world conditions your control is operating in? It's all very well saying that you can't reproduce it but that isn't getting me anywhere is it? You'll appreciate Paul that I'm feeling more than a little annoyed about this because it's a very obvious problem. Just because you ca't replicate it in a little sample does not mean I'm lying to you.,0
"Thanks   
I understand the difference between focused and selected rows.  
I find your grid very difficult to programme against \- partly because the help files and samples are not task based, partly because the help files lack enough sample code to see the inter\-relation between setting different properties.  
I am sure if you become expert in the Grid it is very powerful and simple to programme. Sadly I do not have time to become expert.  
BTW I have programmed with MS grids, Infragisitc grids and ComponentOne grids with no special problems. Despite your speedy and helpful repsnses I could not recommend this grid to other developers. It takes too long to learn and it is too obscure how to complete simple tasks.  
cheers  ",0
"Oh well, as long as you can't reproduce it then that's alright isn't it? God forbid you should actually try and investigate the issue or anything, I only pay for the product \- don't mind me! I'm just a customer!",0
"It is very easy to reproduce, using your wristwatch would pinpoint the overall issue \- it seems to me your bug system is used simply as a means of shutting down bugs rather than investigating them. I don't work for devexpress, I'm typing stuff in here on my time, not yours. It costs me money to be providing this free information for you, frankly I'm wasting my time. Your only reponse is to shut down a report immediately it's entered. Most bug systems keep a bug open until resolved, your bug system closes a bug as soon as you can be bothered to click a box saying you can't reproduce it \- no  investigation, no effort on your part. If you aren't interested in your customers then don't run a bug system!! Close this, I'm not putting any effort into this if you can't be bothered to, you may be paid to waste your time but I'm not.",0
"Hi, I know you wont give me an answer to this one but i HAVE to try. The client was eating me alive with the question how exactly I am intending to implement this functionality and i could not say anything definte except ""wait till next wed"". Anyway, could there be a slight indication of huge dgree of uncertainity about when this release may come through? It is just that digging into this on my own (especially knowing that in your opinion it cant be done with current realese and you WILL include it into the next one) doesnt seem like a wise thing to do considering that I am total beginner with .Net and C\#. I will have to get back to them with answers next week and not using XAF for this project is definitely not an option.  
oh well, i guess was a nice try ;)  
",1
I'm sorry I just don't have time to keep sending you people sample applications and trying to get simple things to work correctly.  I would assume this issues has something to do with Google Popup Blocker or such.  I know it is difficult to test your products in the vast of all the other products and configurations that are available.,2
"Priority Technical Support \- Every individual who purchases a subscription is entitled to priority technical support for the duration of their subscription. This means that your Email and Support Center inquiries to our support desk are moved to the front of the line \- each and every time.  
Can I have some new as it is critical for upgrading from divil components to devexpress.",0
"As subject, bonus skins won't work with ribbon control.  
Don't reply that you want me to do you a project, I am not doing your work for you, if you can't be bothered to investigate your own bugs then I am spending no time at all helping you. If you want me to do DevExpress work then you'd better pay my consulting fees.",0
"So, I install the new release this morning and already I have an error. I'm calling dockpanel.Show on a floating panel which is invisible when the form starts up. With 6.2.2 this was no problem, now it fails. I get Object reference not set to an instance of an object at DevExpress.XtraBars.Docking.DockPanel.Show()  
What am I supposed to do now? Re\-install 6.2.2 to get some work done?  
You know, I do not want to spend so much time communicating with devexpress, I have nothing against you personally but I shouldn't have to spend so much time on your site \- as I keep stating in these too\-frequent missives (and never seem to get listened to) \- I actually have got my own job to do you know, I have my own tight deadlines \- I already work every evening and weekend and you guys are not helping me, you are getting in my way \- this is not supposed to be the way it works!",0
"Hi,  
I have just purchased the Express Pack.  I am new to this, but it comes highly recommended.  One thing I am very interested in is not having to deal with screen resolution issues.  I understand that this is part of the LayoutControl.  What I am not sure about is if this function is part of the Express Pack that I just bought.  Must I purchase it separately?  
Thanks,  
gmo",2
"I am very curious on just how I am to know how to program your solution without asking you the question, waiting all weekend, waiting Monday and finally getting the answer on Tuesday.  
I searched everywhere, online docs, source code examples, and the documentation (if that is what you call it).  I even did a Google search to see if I could find this information.  
Please point me to your documentation that shows how to use XPView properties in this way so in the future I did not need to ask the question and wait for the answer.  
Also please check my account, I believe I have an active Dxperience subscription which I thought would afford me a timely response.  
Kenton",1
